,element_nos,Cs,xDivL,Fx,Mres
1276,70,C42,0.0,-359.64338276720014,116.1199052331172
1277,70,C42,1.0,-384.0951062047001,29.056389425214515
1278,71,C42,0.0,-384.09406142556657,29.056323025932095
1279,71,C42,1.0,-408.5457848630666,1.65119559512144e-05
1280,29,C43,0.0,-1644.5510855683376,1002.5808673525172
1281,29,C43,1.0,-1661.9246766123345,1480.765001493295
1282,30,C43,0.0,-1661.9393531402777,1480.764420884749
1283,30,C43,1.0,-1696.6865364410594,2337.828494756898
1284,31,C43,0.0,-1696.6934085888101,2337.8284680801858
1285,31,C43,1.0,-1731.4405892528728,2296.330823780322
1286,32,C43,0.0,-1731.4249296768335,2296.3307419387475
1287,32,C43,1.0,-1766.1721103408959,1840.2636153624262
1288,33,C43,0.0,-1766.190360756779,1840.2637167578098
1289,33,C43,1.0,-1800.9375466942788,1278.4768808496917
1290,34,C43,0.0,-1800.9251250023847,1278.4766548505986
1291,34,C43,1.0,-1835.6723109398847,777.1255542995708
1292,35,C43,0.0,-1835.6693411281015,777.1255986878899
1293,35,C43,1.0,-1870.4165270656015,403.77076287432874
1294,36,C43,0.0,-1870.4344319481852,403.7707719675688
1295,36,C43,1.0,-1905.181617885685,166.5919370756033
1296,37,C43,0.0,-1905.1643626324656,166.59187922104917
1297,37,C43,1.0,-1939.9115485699656,43.40210821122701
1298,38,C43,0.0,-1939.9172895653726,43.40206996863525
1299,38,C43,1.0,-1974.6644755028726,4.016213087565989e-05
1300,40,C43,0.0,-1658.3062379965927,861.4320659224477
1301,40,C43,1.0,-1675.6798290405895,1355.1419576141602
1302,41,C43,0.0,-1675.7048365379142,1355.1419649258066
1303,41,C43,1.0,-1710.4520198386952,2225.015895369439
1304,42,C43,0.0,-1710.438703166408,2225.015424898697
1305,42,C43,1.0,-1745.1858838304706,2208.0157157124963
1306,43,C43,0.0,-1745.197212325878,2208.0153834637827
1307,43,C43,1.0,-1779.9443929899405,1779.6373094932235
1308,44,C43,0.0,-1779.9500396227122,1779.63732959849
1309,44,C43,1.0,-1814.6972255602118,1241.8626835699913
1310,45,C43,0.0,-1814.6745163426779,1241.8625910201185
1311,45,C43,1.0,-1849.4217022801777,758.0604061887632
1312,46,C43,0.0,-1849.4420647257805,758.0603761080359
1313,46,C43,1.0,-1884.1892506632805,395.66958308863843
1314,47,C43,0.0,-1884.1799547301289,395.66961522397474
1315,47,C43,1.0,-1918.927140667629,164.12672349163512
1316,48,C43,0.0,-1918.9277151481438,164.12679038274118
1317,48,C43,1.0,-1953.6749010856433,43.03107027424676
1318,49,C43,0.0,-1953.6745529741472,43.031045767987514
1319,49,C43,1.0,-1988.4217389116475,2.3309527094114347e-05
1320,51,C43,0.0,-1569.0763165146589,923.8477089136828
1321,51,C43,1.0,-1586.4499075586557,1373.6301271227223
1322,52,C43,0.0,-1586.4746703355215,1373.6302123621447
1323,52,C43,1.0,-1621.2218536363025,2163.1517721036435
1324,53,C43,0.0,-1621.2078674388692,2163.15135264667
1325,53,C43,1.0,-1655.9550481029319,2120.830969134315
1326,54,C43,0.0,-1655.9673377116198,2120.830636032952
1327,54,C43,1.0,-1690.7145183756825,1697.4123354839608
1328,55,C43,0.0,-1690.7198362132883,1697.412350002083
1329,55,C43,1.0,-1725.4670221507881,1177.7924198908054
1330,56,C43,0.0,-1725.44467969717,1177.7923423241612
1331,56,C43,1.0,-1760.1918656346697,714.8494608937297
1332,57,C43,0.0,-1760.2112622501945,714.8494274666723
1333,57,C43,1.0,-1794.9584481876948,370.5647487950015
1334,58,C43,0.0,-1794.9500332481953,370.564781500144
1335,58,C43,1.0,-1829.6972191856953,152.2605079037467
1336,59,C43,0.0,-1829.6975876725578,152.26057520197438
1337,59,C43,1.0,-1864.4447736100574,39.323142207162505
1338,60,C43,0.0,-1864.443750238552,39.32311840699778
1339,60,C43,1.0,-1899.1909361760522,2.2473085687267635e-05
1340,62,C43,0.0,-1400.2018078635645,1163.9863339497085
1341,62,C43,1.0,-1417.5753989075613,1525.6179304024047
1342,63,C43,0.0,-1417.5843746737864,1525.6174606567065
1343,63,C43,1.0,-1452.3315579745679,2156.443172466917
1344,64,C43,0.0,-1452.3414298879434,2156.4432812805317
1345,64,C43,1.0,-1487.088610552006,2043.424768781178
1346,65,C43,0.0,-1487.0705186193995,2043.4246915242773
1347,65,C43,1.0,-1521.8176992834622,1602.4289437913865
1348,66,C43,0.0,-1521.8387438723184,1602.4290032195352
1349,66,C43,1.0,-1556.5859298098183,1093.379790303212
1350,67,C43,0.0,-1556.572935832768,1093.3795702190964
1351,67,C43,1.0,-1591.320121770268,652.3222578626982
1352,68,C43,0.0,-1591.3143581947518,652.3222828564965
1353,68,C43,1.0,-1626.0615441322518,331.19413546738105
1354,69,C43,0.0,-1626.0824532473187,331.19414974669206
1355,69,C43,1.0,-1660.8296391848185,132.1817492056396
1356,70,C43,0.0,-1660.8102398105054,132.1816948858059
